iter	MultiClass
163	0.03370995851
164	0.03328596786
165	0.03297644842
166	0.03248938223
167	0.03224646045
168	0.0320955077
169	0.03188277366
170	0.03135887717
171	0.03111507049
172	0.03089062958
173	0.03076983305
174	0.030562022
175	0.0303364503
176	0.02967615702
177	0.02947884886
178	0.02921999904
179	0.02913070749
180	0.0289005346
181	0.02871120364
182	0.02852347001
183	0.02836201584
184	0.02818831124
185	0.02773406159
186	0.02743419011
187	0.02726585241
188	0.02685135313
189	0.02673105694
190	0.0266785606
191	0.02657638261
192	0.02645167898
193	0.02631378651
194	0.02618893381
195	0.02611131501
196	0.02572099715
197	0.02559722962
198	0.0253900412
199	0.02533023843
200	0.02501889439
201	0.02477848707
202	0.02448907446
203	0.0242832346
204	0.02379529577
205	0.02362341563
206	0.0234938942
207	0.02330856004
208	0.02286029478
209	0.02278071949
210	0.02266121607
211	0.02246171762
212	0.02235065678
213	0.02210997045
214	0.02204622029
215	0.02193321181
216	0.02178290162
217	0.02140939973
218	0.02129416005
219	0.02113613317
220	0.02106740408
221	0.02083937327
222	0.02071660785
223	0.02065349264
224	0.0204619913
225	0.02036627035
226	0.02032320266
227	0.0202703808
228	0.02014196188
229	0.02009041532
230	0.01998317315
231	0.0198751954
232	0.01961955099
233	0.0194451327
234	0.01936736859
235	0.01921372175
236	0.01916223897
237	0.01910407595
238	0.0190162008
239	0.01896736403
240	0.0189199608
241	0.01876972804
242	0.01843014262
243	0.01838433081
244	0.01833428455
245	0.01827299413
246	0.0181095839
247	0.0180257143
248	0.01790334357
249	0.01784323111
250	0.0177447739
251	0.01757945333
252	0.01751279538
253	0.01730836879
254	0.01720805217
255	0.01715198205
256	0.01712000114
257	0.01688148087
258	0.01681199749
259	0.01677055424
260	0.01668521015
261	0.0165852054
262	0.01639797266
263	0.01632751305
264	0.01620718632
265	0.01613579596
266	0.01609257397
267	0.01602348454
268	0.0159585693
269	0.01582544566
270	0.01560603984
271	0.01557487409
272	0.01551042737
273	0.01546152993
274	0.01538050108
275	0.01532383446
276	0.01524012446
277	0.01512213345
278	0.01509864032
279	0.01498476157
280	0.01475797783
281	0.01468571409
282	0.01466123349
283	0.01461741089
284	0.01459532102
285	0.01454080134
286	0.01448915544
287	0.01444407942
288	0.01430491266
289	0.01423713285
290	0.01413084894
291	0.01402052312
292	0.01398315906
293	0.01389749552
294	0.01381953007
295	0.01377178271
296	0.01373195348
297	0.01370358431
298	0.01367566063
299	0.01358839645
300	0.01346027237
301	0.0133398605
302	0.01331727002
303	0.01313537104
304	0.01309773215
305	0.01306579898
306	0.01303877601
307	0.01301331769
308	0.01290416962
309	0.01288334153
310	0.01282069332
311	0.0127752213
312	0.01270302647
313	0.01264626485
314	0.01261418078
315	0.01257252025
316	0.01253087881
317	0.0124998275
318	0.01244317043
319	0.0123773365
320	0.01231593857
321	0.01227917926
322	0.01226044259
323	0.01220964946
324	0.01217187768
325	0.01213925285
326	0.0120624247
327	0.01190112655
328	0.01185835835
329	0.01183711402
330	0.01177193593
331	0.0117239983
332	0.01162725332
333	0.0115926691
334	0.0115785752
335	0.01152291382
336	0.01144915013
337	0.01141953744
338	0.01139725914
339	0.01126932265
340	0.01123724834
341	0.01120999004
342	0.01118418105
343	0.01108696703
344	0.01104746359
345	0.01096186841
346	0.01091658234
347	0.01087692879
348	0.01084984876
349	0.0108286291
350	0.0108025683
351	0.01078686112
352	0.01076206422
353	0.01063091054
354	0.01058530306
355	0.01048285642
356	0.0104307346
357	0.0104141853
358	0.01037848186
359	0.01025994458
360	0.01024641082
361	0.01018470288
362	0.01015382797
363	0.01004087572
364	0.01002523673
365	0.009992299024
366	0.009979323426
367	0.009961595364
368	0.009927797361
369	0.009916292748
370	0.009878562276
371	0.009865027218
372	0.00984007589
373	0.009821612506
374	0.009800964575
375	0.009792181688
376	0.00977638766
377	0.009740176306
378	0.009711250078
379	0.009698847687
380	0.009686129986
381	0.009630261987
382	0.009616261598
383	0.009605404216
384	0.009594476446
385	0.009562672843
386	0.009548610161
387	0.009518957099
388	0.009435294873
389	0.009400835784
390	0.009379348379
391	0.009351129302
392	0.009324086863
393	0.00930924501
394	0.009298025467
395	0.009278720772
396	0.009257814192
397	0.009221911571
398	0.009201866753
399	0.009183282611
400	0.009082171055
401	0.009072354856
402	0.009027143757
403	0.009016325652
404	0.009010446037
405	0.008995199368
406	0.008978884797
407	0.008966535525
408	0.008954599334
409	0.008940273034
410	0.008930484773
411	0.008885178638
412	0.008866532697
413	0.008854531612
414	0.008840260269
415	0.008834068356
416	0.008796121229
417	0.0087854759
418	0.008768159599
419	0.008751893034
420	0.008731898438
421	0.008718824898
422	0.00862638459
423	0.008603861638
424	0.008590237749
425	0.00857244828
426	0.008553860499
427	0.008538106416
428	0.008515874234
429	0.008427424112
430	0.008413960592
431	0.008398356826
432	0.008382014236
433	0.00829756657
434	0.008271326332
435	0.008260302852
436	0.008236706381
437	0.008231754728
438	0.008196285537
439	0.008173744435
440	0.008147281501
441	0.008135373034
442	0.008110780687
443	0.008076501668
444	0.008061053259
445	0.008012359045
446	0.007997273242
447	0.007988201282
448	0.007974256635
449	0.007947237985
450	0.007912816456
451	0.007897970989
452	0.007865662687
453	0.007859486149
454	0.00783819133
455	0.007826903573
456	0.007803557277
457	0.007773754222
458	0.007726138046
459	0.007717004913
460	0.007689315066
461	0.007671961592
462	0.007656211681
463	0.007645543634
464	0.007631443087
465	0.007616961612
466	0.007607253886
467	0.007577091541
468	0.007558929793
469	0.007549245321
470	0.007524697125
471	0.007500020001
472	0.00749013681
473	0.007480274818
474	0.007458618517
475	0.0074489551
476	0.007441647517
477	0.00743038546
478	0.007414370064
479	0.007404758573
480	0.007386555127
481	0.007371997344
482	0.007359430755
483	0.00734295681
484	0.007328091228
485	0.007323285064
486	0.007312992125
487	0.007295745609
488	0.007267947923
489	0.0072562002
490	0.007186548363
491	0.007173123586
492	0.007166881031
493	0.007154408247
494	0.007124698612
495	0.007106110421
496	0.007101545496
497	0.007095507291
498	0.007075978015
499	0.007034025266
